Dataset,,,,,Model,Model Desc,Time Taken,Accuracy,Balanced Accuracy,Precision,Recall,F1,CM
cifar10,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(8, 8),Dropout:0)",128.07716035842896,0.4049,0.4049,0.4049,0.4049,0.4049,"[[473  48  85  52  41  22  31  68 132  48]
 [ 58 533  20  47  26  32  46  37  63 138]
 [104  34 202 106 148  84 184 104  16  18]
 [ 23  30  91 267  50 192 209  77  25  36]
 [ 57  13  83 101 343  41 217 121  13  11]
 [ 32  27  83 179  66 329 139 101  23  21]
 [  8  16  54 137 123  66 535  39   8  14]
 [ 44  28  53  85 103  86  41 504  13  43]
 [189  90  21  59  18  51  20  13 464  75]
 [ 61 211   9  64  16  27  51  71  91 399]]"
cifar10,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(16, 16),Dropout:0)",116.1565158367157,0.4551,0.4551,0.4551,0.4551,0.4551,"[[510  43  71  42  36  20  32  47 147  52]
 [ 36 554  19  34  23  24  37  29  69 175]
 [ 86  26 269  72 178  89 157  88  21  14]
 [ 34  23  73 277  74 205 207  56  22  29]
 [ 46   5 127  56 423  55 172  83  16  17]
 [ 19  13  72 173 108 370 119  75  30  21]
 [  6   8  60 102 126  59 587  25   7  20]
 [ 39  17  67  65 111  87  60 493  21  40]
 [120  72  28  36  26  36  21  15 584  62]
 [ 62 181  10  36  17  27  41  64  78 484]]"
cifar10,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(32, 32),Dropout:0)",90.10621166229248,0.4765,0.4765,0.4765,0.4765,0.4765,"[[539  45  79  29  46  26  33  45 112  46]
 [ 46 525  20  44  12  27  42  32  60 192]
 [ 65  25 364  90 131  97 120  72  16  20]
 [ 31  23  93 294  62 233 157  46  21  40]
 [ 40  11 163  62 403  52 155  83  15  16]
 [ 22   7  92 200  60 401 120  61  16  21]
 [  4  13  73  99  85  46 627  24  10  19]
 [ 39  13  70  64 103  89  49 513  11  49]
 [115  78  24  40  33  37  22  22 570  59]
 [ 53 169  17  49  14  23  27  60  59 529]]"
cifar10,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(64, 64),Dropout:0)",96.72694420814514,0.5056,0.5056,0.5056,0.5056,0.5056,"[[558  35  88  36  43  18  28  32 112  50]
 [ 47 554  26  33  17  14  26  35  61 187]
 [ 69   7 430 100 125  84  91  65  11  18]
 [ 27  14 100 346  82 167 144  62  19  39]
 [ 37   6 162  67 450  60 116  75  19   8]
 [ 16   9 102 212  75 395  75  87  13  16]
 [ 11  12  91  98 102  51 598  19   5  13]
 [ 32  11  61  81  93  72  30 567   5  48]
 [118  45  23  41  32  31  20  17 600  73]
 [ 40 152  18  47  17  28  28  59  53 558]]"
cifar10,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(128, 128),Dropout:0)",58.74239683151245,0.5154,0.5154,0.5154,0.5154,0.5154,"[[586  34  62  33  51  32  32  28  94  48]
 [ 46 538  29  32  13  12  30  27  69 204]
 [ 77  12 403 100 125  93  97  66  11  16]
 [ 28  15  88 379  75 206 116  52  13  28]
 [ 38   7 132  79 438  69 127  77  19  14]
 [ 10   8  67 235  73 442  70  78   8   9]
 [ 13  12  85  82  82  66 621  18   7  14]
 [ 29   7  62  70  82 112  30 560   9  39]
 [112  55  20  31  28  27  21  21 627  58]
 [ 55 135  21  39  23  29  27  50  61 560]]"
coarse,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(2, 2),Dropout:0)",140.70557379722595,0.1392,0.1392,0.1392,0.1392,0.1392,"[[138  18   6  10   5  89   3  17   1  14  35  11 108   0   1   5   7  10
   13   9]
 [119  14  33   4  21  82   6  17   0  16  26  15  86   1   3   4  10  19
    6  18]
 [  7   2 234   0  83  23   4  44   0   1   5   4  61   0   3   1   7  19
    0   2]
 [ 58   6  19   3  36 112   9  35   2   5   5  21 142   0   2   6   9  14
   10   6]
 [  9   1 202   2  97  10  10  44   0   0   1  14  65   0   8   0  14  17
    3   3]
 [121  13  23   6  25 112   2  21   1   6  11  21  86   1   3   2   9  11
   10  16]
 [ 38   9  49   7  48  56   6  53   0   8   7  29 118   0   8   4  10  23
   13  14]
 [ 19  11  35   5  48  65   8  59   1   4   0  23 165   3   6   6  22  10
    6   4]
 [ 12   8  30   4  39  57  10  51   2   3   1  20 199   2   5   6  19  12
    9  11]
 [ 49  18   3   4   2  24   3   4   0 134  54   9  23   0   1   0   1 137
   16  18]
 [ 69   8  18   3   5  28   6   7   0 107  47  15  34   0   1   3   4 120
    9  16]
 [ 16  13  16   8  22  43   9  42   1  11   4  29 150   0   1   5  13  84
   11  22]
 [ 20  12   9   8  23  84  11  31   0   1   2  15 228   1   4   9  15   8
   12   7]
 [ 34   8  38  11  51  77   5  58   0   4   5  15 144   0   2   4  22  12
    4   6]
 [ 16   8  40   2  49  36   7  61   2   5   4  27 168   0   4   2  24  24
    8  13]
 [ 51   8   8  10  24  84   6  36   1   9  11   8 178   2   5   5  12  19
   13  10]
 [ 14   8  20   7  30  78   7  56   0   2   4  26 203   0   2   6  17   7
    7   6]
 [ 26   6  35   4   4  29   3   5   0  66  22  12  28   1   1   4   5 220
   11  18]
 [ 76  12  11   1  20  59   6   9   1  67  27  19  73   0   3   7   8  64
   12  25]
 [ 64  15  11   2   9  55  10  19   1  63  36  21  62   2   3   2   6  75
   13  31]]"
coarse,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(4, 4),Dropout:0)",110.25890231132507,0.1998,0.1998,0.1998,0.1998,0.1998,"[[169  34   4   4   2  22   5  27  25  33  23  22  85   0  14   2   1   3
   10  15]
 [106  60  43   3   9  24   6  22  14  28  56  21  39   0  40   6   1   3
    4  15]
 [  6  22 240   8  51   6   8  12  13   1   7  12  18   0  70   2   1  22
    0   1]
 [ 35  39  25  27  32  86  41  46  19   7  10   9  27   1  58   4   3   9
    4  18]
 [  2   8  96  10 153  10  23  20  30   1   1  17  20   0  72   0   3  26
    0   8]
 [ 80  38  21  21  18 109  14  30  15  13  11  21  35   1  31   5   2   5
    5  25]
 [ 29  32  41  21  43  55  47  43  32   9  11  15  31   2  54   3   4  12
    4  12]
 [ 30   4  20   7  12  34  18 110  37   3   2  58  74   0  41   5   2  24
    2  17]
 [ 40  20  14   2   6  12   8  44  63   2   4  37 118   3  96   2   4   9
    4  12]
 [ 59  17   7   0   1   8   1   2   4 173  89  19  18   0   9   1   0  60
    7  25]
 [ 71  34  29   0   1   9   0   2  10 114 125  22  24   0   4   0   0  48
    3   4]
 [ 50  12  10   1   3  10   8  43  43  19  13  51 124   1  32   3   3  53
    6  15]
 [ 44  24   8   2   2  21   8  33  66   6   3  40 167   0  55   5   4   3
    5   4]
 [ 58  22  40   7  15  37  19  40  47  11   4  27  80   0  65   6   0  11
    4   7]
 [ 19  22  53  16  19  21  29  24  47   7  10  20  40   0 154   2   5   4
    1   7]
 [ 76  27   5  13   9  28  15  67  37  21  11  21  77   1  39   7   8  20
    3  15]
 [ 38  35  26   3   7  16  14  54  49   4   3  39 100   1  79   6   4   6
    7   9]
 [ 21   2  28   2   7  10   3  28   3  53  12  25  11   1   3   0   1 266
    6  18]
 [ 73  18  11   3   7  43   4  26  19  84  25  21  41   0  26   3   2  40
   10  44]
 [ 41  16   6   7   7  51   8  27  18  76  19  26  41   1  13   3   2  64
   11  63]]"
coarse,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(8, 8),Dropout:0)",107.9375262260437,0.2506,0.2506,0.2506,0.2506,0.2506,"[[146  39   1   7   4  17   9  30  24  25  32  36  39   3  13  15  10   6
   26  18]
 [ 88  84  39  18  20  24  13  20  19  18  17  12  32   3  29  17   6   8
   10  23]
 [  4  12 268  19  58   6  10  30   7   3   6   7  13   4  28   3   1  15
    0   6]
 [ 22  22  16  66  38  80  37  31  15   8  12  12  14   7  39  17  13  13
   16  22]
 [  3   6 100  10 174   4  21  33  28   1   2  15  11  10  41   2   2  22
    2  13]
 [ 33  17  12  35  18 104  24  19  19  17  16  12  29   6  39  13  10  11
   34  32]
 [  8   7  18  20  41  38  76  19  23  16  16  23  17   7  90  11  14   6
   23  27]
 [ 28  18  24  17  22  16  14 191  18   3   5  26  31  10  12  21  10  14
    3  17]
 [ 34  17   5   9  13  17   8  42  72  13   2  55  95   8  41  21  19   7
   10  12]
 [ 40   6   0   1   4   2   2   5   7 207  87  21  14   0  11   5   1  33
   31  23]
 [ 33  12  17   3   7   9   2  10   9 118 176  17  11   1  11   7   7  26
   15   9]
 [ 27   3   3   1   9  12   7  47  40  39  10  99  84   1  29   8   9  21
   32  19]
 [ 30   8   9   7   6  20   8  38  54   8   4  43 141   4  46  23   9   3
   25  14]
 [ 56  21  32  11  16  28  21  67  44  14   9  30  44   3  46  19  14   7
    6  12]
 [ 10   8  46  15  21  25  52   7  21  11   6  22  33   5 173  10   9   9
   12   5]
 [ 52  30   6  14   9  36  19  63  35  15   7  36  57   9  23  25  13  15
   23  13]
 [ 33  11  13  18  14  19  16  50  42   3   5  49  85   6  68  15  13   9
   18  13]
 [ 13  14  15   2   8  13   3  30   6  23  10  12   6   1   6   7   0 308
   13  10]
 [ 27  12   6   4  14  41  10  10  15  66  27  39  31   0  31  12   7  28
   76  44]
 [ 34   7   2  10  13  12  12  17  12  61  34  44  33   0  14  10   2  31
   48 104]]"
coarse,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(16, 16),Dropout:0)",99.1584415435791,0.2908,0.2908,0.2908,0.2908,0.2908,"[[176  37   2  10   3  18   4  18  31  20  22  37  28  14  12  14  11   6
   26  11]
 [ 66 126  23  14  19  14   9  14  26  19  21  11  15  14  27  22  13  10
   27  10]
 [  4  11 266  17  59   4  15  24  13   3   7   5   2   8  25   8   6  15
    3   5]
 [ 13  17  16 126  18  61  31  32  21   8  18   4  14   7  47  17  11  15
   15   9]
 [  2  11  73  20 191   6  35  28  27   1   8  11   9  14  27  10   6  10
    6   5]
 [ 21  21  14  71  12 102  30  15  15  13  25  15  16   6  38  12  10  15
   36  13]
 [ 11   4  16  20  33  45  96  34  46  13  14  12  18  13  55  16   8   9
   27  10]
 [ 34   9  19  11  29  10  12 187  30   2   5  24  20  19  16  31   7  14
   11  10]
 [ 35  11   5   8   8  21  26  23 119  13   9  37  48  21  34  18  28  10
   18   8]
 [ 21   7   2   5   1   6   4   4  11 215  84  22   9   1  11   5   6  44
   29  13]
 [ 13  15  10   7   7   3  11   7  14  97 228   6   9   3   6   8   5  21
   15  15]
 [ 23   6   5  11   5  11   9  39  43  33  10  99  55   9  28  20  18  19
   41  16]
 [ 27  13  10  10   4  16   8  26  89   7   7  32 113  14  32  23  21   2
   35  11]
 [ 37  20  31  19  18  13  30  46  56  19  18  21  29  30  31  31  21   9
   13   8]
 [ 19   2  22  23  13  19  26  12  35  17   7  13  15  18 216   8   7   7
   15   6]
 [ 53  28   7  19  11  14  17  40  49  11  20  27  40  13  24  50  18  15
   30  14]
 [ 24  15   9  19   6  20  26  38  94   3   9  25  63  14  34  35  36  12
   15   3]
 [  9   8   6   6  10  15   3  13   9  24  19  13   3   2   6   8   0 324
   13   9]
 [ 25  13   8   8   9  30  25   7  11  60  25  23  27  12  24  11   2  31
  122  27]
 [ 24   6   3  12   8  12  10  17  19  51  46  25  25   8  17  19   8  41
   63  86]]"
coarse,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(32, 32),Dropout:0)",83.15323114395142,0.3193,0.3193,0.3193,0.3193,0.3193,"[[163  36   2  17   1  13   9  25  29  13  23  34  26  15  12  18  17   1
   24  22]
 [ 65 153  26  11  13  10  12  11  18  24  15   4  29   9  21  32  14  12
   10  11]
 [  5  21 272  15  50   6  15  19  15   2   9   4   6  14  19   3   5  11
    5   4]
 [ 15   9  16 154  24  47  31  24  28  14   7   7  14   4  40  13  16   7
   20  10]
 [  2   8  57  14 207   8  23  36  26   3   7   7  12  17  25  10  10  14
    8   6]
 [ 25  18   8  77  15  99  33  13  13  10  20  12  11  14  41  13  14  12
   30  22]
 [ 14   8   7  32  22  37 145  17  42  11   9  11  15  17  41  11   9   5
   30  17]
 [ 26  13  32  15  24   8  13 177  28   4   6  23  23  23   9  29  12  11
   12  12]
 [ 35  12   3  20   8  21  24  18 117   9   3  45  59  23  27  29  20   6
   12   9]
 [ 19   8   2   5   1   8   6   3  11 240  76  19   4   3   7   4   3  28
   31  22]
 [ 13  12   6   6   7   5  15   5  13  70 254   4   5   4   6  15   5  21
   17  17]
 [ 22   9   5  11   6  10  18  25  29  29   9 114  52  12  31  27  25  18
   30  18]
 [ 25  15   7  12   6  14  18  24  71   8   5  39 117  12  26  25  31   5
   27  13]
 [ 39  20  19  13  28  16  30  51  34  15  15  17  32  50  28  34  19  12
   18  10]
 [ 15   6  18  31  19  18  40   9  39  13   3  20  10  19 187   4  17   6
   18   8]
 [ 37  28   5  21   7  16  16  41  39  16  14  17  43  25  15  82  29  15
   20  14]
 [ 24  11   9  31   8  17  24  29  53  10   5  23  50  18  36  46  64  11
   22   9]
 [ 12   2   8   8   8   7   7  13   6  29  17  10   3   6   8  12   1 319
    9  15]
 [ 23  14  10   6   8  19  27  11   6  53  17  33  15  10  19  11   7  29
  128  54]
 [ 17   8   4  11   8  10  21  15  12  54  32  30  18   6  14   9   7  26
   47 151]]"
coarse,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(64, 64),Dropout:0)",76.91558122634888,0.3379,0.3379,0.3379,0.3379,0.3379,"[[177  30   0   9   1  16  10  24  34  15  15  31  25  22  10  16  21   5
   21  18]
 [ 60 157  18   9  12  20  10  14  13  16   9  14  17  14  25  32  22   6
   17  15]
 [  7  16 260  16  62   9   8  20   9   2   4   5   3  17  21   3  11  11
    7   9]
 [ 11  11   8 173  19  57  24  21  15   9   6  11  14  13  42  13  18   7
   13  15]
 [  5  11  59  27 210   2  19  25  17   1   5  14  10  18  25   7  13  15
    6  11]
 [ 17  10  13  64  17 117  31  13  16  17  16  11  13  13  35  17  21  11
   26  22]
 [ 14  10   8  19  25  41 157  10  28  12   9  18   5  18  51  17  14   6
   19  19]
 [ 29  13  23  18  25  16  10 172  15   2   7  29  21  37  17  19  17  10
   10  10]
 [ 26   7   2  23  15  16  19  16 128  11   8  47  46  23  34  23  32   6
   11   7]
 [ 20   7   0   9   2   4   6   2   6 245  70  20   6   2  10   8   9  25
   32  17]
 [ 17  17   3   5   3  11   8   2   4  58 271   5   4   7   7   8  10  24
   12  24]
 [ 19  10   7  15   8  12  18  27  40  15   7 143  31  10  27  22  28  18
   22  21]
 [ 22   6   8  13   5  17  10  25  64   8   7  36 107  21  29  23  55   3
   22  19]
 [ 34  26  17  25  22  18  25  39  38   5  15  26  20  72  18  33  34   8
   11  14]
 [ 12  11  19  32  22  14  20   7  33  14   4  22  16  13 205   3  25   2
   13  13]
 [ 40  32   2  16   8  17  16  35  30  11  11  28  34  33  11  84  33  17
   23  19]
 [ 24  21   7  19  13  17  19  28  56   7   3  31  46  33  32  31  74  13
   14  12]
 [  8   9   3   4  11   9   5  16   8  37  11  12   6   6   4   7   2 324
    7  11]
 [ 14  20   6   8   7  22  21   8  10  57  17  33  13   9  21  10  11  23
  140  50]
 [ 17   6   6  13  13  15  19   8  11  48  21  28  19   5  16  13   7  26
   46 163]]"
coarse,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(128, 128),Dropout:0)",85.33417749404907,0.348,0.348,0.348,0.348,0.348,"[[177  44   2   9   6  11   7  21  22  10  17  25  24  21  16  30  16   5
   16  21]
 [ 45 172  19  17   8  15  16   9  16   8  15  13  13  22  24  31  22   4
   15  16]
 [  6  12 264  11  65  19   9  22  11   1   4   4   5  19  11   8   8  11
    5   5]
 [ 12  16   7 194  20  49  34  14  12   7   8   9  11  12  25  14  14   9
   10  23]
 [  5   6  66  22 212   7  13  26  13   3   5  17  15  23  20  16  10  10
    3   8]
 [ 22  20  10  60  13 137  36  13  11  15  14   7  10  12  40  18  17   9
   16  20]
 [ 17  16   9  29  18  21 171   8  23   9  10  14   9  22  28  17  27   7
   26  19]
 [ 27  15  23  17  28  11   8 189  14   5   6  15  24  35   8  26  32   6
    6   5]
 [ 26   6   3  19   9  24  20  21 113  13   7  35  33  25  34  35  53   5
    7  12]
 [ 26   4   7   9   3  12  15   3   8 239  56  16   4   3   9   6   8  20
   25  27]
 [  7  17   4   9   4   9  10   7   9  47 287   6   2   8   5  11  10  22
    7  19]
 [ 32  11   2  14   7  18  14  15  39  23   7 133  35  22  27  19  38   9
   13  22]
 [ 26  11   6  10   9  24  14  21  61   6   2  23 124  21  24  23  60   5
   18  12]
 [ 33  21  17  28  24  23  17  47  20   5  18  15  34  74  21  38  27  10
   10  18]
 [  9  18  23  29  15  26  29  10  18   8   5  27  19  17 191   9  24   5
   10   8]
 [ 34  34   5  18  14  25  12  32  20  14  11  27  43  37  11  78  32  11
   16  26]
 [ 28  11   7  26   8  15  16  40  37  10   3  29  41  19  38  38 100  14
    8  12]
 [ 12   5  15   7   5   6   7  10   7  33  17  11   6   5   6  12   1 306
   15  14]
 [ 13  14   4  10  12  21  24   7  11  50  19  21  16  11  24  17  14  16
  145  51]
 [ 16  13   8   9  11  15  21  11   8  41  17  26  15   7  14  13  13  21
   47 174]]"
fine,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(2, 2),Dropout:0)",118.83698630332947,0.0527,0.0527,0.0527,0.0527,0.0527,"[[ 1  1  2 ...  0  0  0]
 [ 1  0 10 ...  3  0  0]
 [ 0  0 17 ...  0  0  0]
 ...
 [ 0  1  6 ...  6  0  0]
 [ 0  2 14 ...  0  0  0]
 [ 0  2  4 ...  2  0  0]]"
fine,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(4, 4),Dropout:0)",165.05982112884521,0.0849,0.0849,0.0849,0.0849,0.0849,"[[10  0  5 ...  0  0  0]
 [ 4  3  4 ...  1  0  3]
 [ 2  1 15 ...  1  0  0]
 ...
 [ 0  0  0 ... 12  0  8]
 [ 3  0  9 ...  1  0  0]
 [ 0  1  4 ...  4  0  0]]"
fine,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(8, 8),Dropout:0)",126.99783039093018,0.1372,0.1372,0.1372,0.1372,0.1372,"[[30  0  1 ...  0  2  1]
 [ 0 16  6 ...  1  2  0]
 [ 1  1 12 ...  1  5  0]
 ...
 [ 0  5  4 ... 12  1  2]
 [ 3  3  4 ...  4  3  0]
 [ 0  3  0 ...  3  0  1]]"
fine,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(16, 16),Dropout:0)",119.8000705242157,0.1685,0.1685,0.1685,0.1685,0.1685,"[[39  1  1 ...  0  0  0]
 [ 0 16  1 ...  2  0  0]
 [ 2  1 21 ...  0  3  0]
 ...
 [ 0  0  0 ... 16  0  1]
 [ 1  4  7 ...  2  7  1]
 [ 0  1  1 ...  1  0 11]]"
